Experiment,rev,typ,Created,parent,State,sharpe_ratio,stdev,ir2,sortino_ratio,start,end,sharpe_ratio_full,stdev_full,ir2_full,sortino_ratio_full,start_full,end_full,general.asset,general.tfmin,general.performance_stat,general.datapath,general.raw_data,strategy.param.path,wf.param.path,wf.train_length,wf.test_length,wf.day_clip_front,wf.day_clip_back,master\data-raw\data_test_20180101_20190930.csv,master\data-wip\01_converted_to_xts.rds,master\data-wip\1\60\02_downsampled.rds,master\data-wip\1\60\03_precalculated.rds,master\data-wip\1\60\04_positions.rds,master\data-wip\1\60\05_pnl.rds,master\data-wip\1\60\06_wf_indexes.rds,master\data-wip\1\60\07_wf_metrics.rds,master\data-wip\1\60\08_wf_best_params.rds,master\rcode\01_convert_to_xts.r,master\rcode\05_calculate_pnl.r,master\rcode\06_wf_calculate_indexes.r,master\rcode\07_wf_calculate_metrics.r,master\rcode\08_wf_select_best_params.r,master\rcode\09_wf_eval_test.r,master\rcode\logic\WfHelper.r,master\rcode\logic\WfHelper.yaml,master\rcode\logic\helpers\data_helper.r,master\rcode\logic\helpers\metrics_helper.r,master\rcode\logic\strategy.r,master\rcode\logic\strategy_param.yaml
spiry-rams,d22c007,branch_commit,2023-12-16T16:19:50,,,0.6434597,0.0080877,0.7670837,0.9089404,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.6014161,0.0081408,0.7099613,0.8470993,start 2018-02-06 07:59:00,end 2019-09-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,28,1,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,42f93a8ae96a5daa79611be2bcfe0fa6,4fd47886d147973107451f013857cbeb,0a238cec41a432e2de277c97e2a2e307,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
upset-ruby,453d1f4,branch_commit,2023-12-16T16:16:47,,,0.9825736,0.0080886,1.9899763,1.4066751,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,1.2484944,0.0084314,3.1791637,1.7806697,start 2018-01-30 07:59:00,end 2019-09-10 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,28,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,8cc8764d6ecb4a401b2184ac3c0323a8,53bf6d184a7932c2514370ecbfd15622,f596285cbc6d245b6e451e1541c21863,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
brute-paps,fed2d6a,branch_commit,2023-12-16T16:15:29,,,1.0226959,0.0080904,2.0964382,1.4599851,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,1.2710936,0.0084331,3.2959616,1.8082817,start 2018-01-30 07:59:00,end 2019-09-10 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,21,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,b86ca4407830a8105bd4d8faeec20606,49f667cde30dc66c5980f01439573414,8d498c8165f8f0ac9a2f2575f5e2482d,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
finer-bott,1cbbd26,branch_commit,2023-12-16T16:14:16,,,1.0958691,0.0080885,2.6032281,1.5658169,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,1.2349584,0.0083518,3.1546134,1.757363,start 2018-01-30 07:59:00,end 2019-09-24 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,14,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,d3060d5fc49561bbedc4e7cdd4973e1c,dba07a8225de4b79db996f44261637b5,dfb03ad49b5fe5fc5b8ad723eb206f5c,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
dormy-wean,39428c9,branch_commit,2023-12-16T16:13:08,,,1.0248251,0.0080878,2.2042638,1.4538787,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,1.2179624,0.0083632,3.2950753,1.7230015,start 2018-01-30 07:59:00,end 2019-09-22 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,10,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,10d43615337e3fb2db68e8de94ad5ab8,ef70141c628582c0b84da1a53da08b4c,4a04d811fca6143686a6ad977c020cd5,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
gules-hips,cdf26f1,branch_commit,2023-12-16T16:12:01,,,0.9234113,0.008086,1.8503098,1.309587,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,1.0819255,0.0083494,2.420524,1.5295924,start 2018-01-30 07:59:00,end 2019-09-24 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,7,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,2df9ec859fb5108978b1e3060b3184a2,cf046b5b6e52eb97a8d445fbcdfea58d,1b000de23bbd12ceae30126e58b88213,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
shock-yobs,418bc46,branch_commit,2023-12-16T16:10:48,,,0.8820182,0.0080872,1.4974207,1.249697,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,1.2077863,0.0083929,3.0874895,1.7151207,start 2018-01-30 07:59:00,end 2019-09-27 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,5,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,64b469259181c4f0c639e1ba23c33b04,1e03807dd879f49b0aff84427b45c1d6,c1e50e425ba2c15b7680631c686f8fd4,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
elder-jird,5bc7487,branch_commit,2023-12-16T16:09:36,,,0.7708147,0.008087,1.0771603,1.0918833,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,1.0577859,0.0083888,2.1589841,1.5011622,start 2018-01-30 07:59:00,end 2019-09-28 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,3,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,28e267e6dcdf94d1cbb2eeec8dcfebb4,45bfc55b6c342b42e7a04f822a251447,bc701a75d4dae1d331c37bed2f6ef306,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
yolky-skat,7875fde,branch_commit,2023-12-16T16:08:09,,,0.9002246,0.0080845,1.4667894,1.2761491,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,1.2469751,0.0083777,3.1054197,1.771696,start 2018-01-30 07:59:00,end 2019-09-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,2,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,3a3bb25832e728836c1c9cda90b5dba7,b4d6baed9bf533315736571e4258b347,e716145844fb78f35e81a920579177a0,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
chief-sack,6c2b322,branch_commit,2023-12-16T16:07:26,,,0.9317186,0.0080864,1.617846,1.3211153,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,1.2754544,0.0083794,3.345205,1.8125418,start 2018-01-30 07:59:00,end 2019-09-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,1,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,40b0bd0adcc035a3c7881c8ea7df718d,73391794d0a5eebc0e1c947ce60dffad,dcfb057ef1fdb2c63e3e3abf801347ca,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
girly-nowt,a2537f8,branch_commit,2023-12-16T15:04:02,,,1.0155204,0.0080863,1.9798362,1.4500999,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,1.1142401,0.0085238,2.5872192,1.5803298,start 2018-01-23 07:59:00,end 2019-09-03 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,28,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,84ac1b9354d2fbaa8dc05972aa5b0d78,e34aa16188fdbd8efd4c3f88ce65bbf9,dace5de96df70a912a7ef8d176e7589f,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
boozy-tors,249000c,branch_commit,2023-12-16T15:02:57,,,0.982299,0.0080896,1.96678,1.3999501,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,1.0479147,0.0084177,2.4840832,1.4827688,start 2018-01-23 07:59:00,end 2019-09-24 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,21,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,baf09a6295c5797453f0f2f476ecc3bb,8818bdc96778c371d3ea9883c49b53c4,2927626bf167ba5fa12b03c58f35f92c,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
magic-tods,5e3057b,branch_commit,2023-12-16T15:01:58,,,1.0051295,0.0080876,1.975698,1.4271111,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,1.0507063,0.0084542,2.28068,1.4816972,start 2018-01-23 07:59:00,end 2019-09-17 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,14,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,f5f38b2f3bf745b0bf5098c37bf96f19,68b4a9d2843d8a3d5840ad813f600955,9663bd76f43985bff85f69942bcc3111,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
liney-jass,e20164e,branch_commit,2023-12-16T15:01:03,,,1.178042,0.0080887,2.9023946,1.6781088,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,1.176225,0.0084549,3.2310315,1.6719201,start 2018-01-23 07:59:00,end 2019-09-25 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,10,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,6b9f6136104803833ec6e69c2738ea1a,d228fbb3bf871fddccd37bddb4368da0,99112bc1870dc68b5817360e1f2f4aa8,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
goosy-term,b197572,branch_commit,2023-12-16T15:00:07,,,0.8255148,0.0080894,1.2771774,1.1632502,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.7977438,0.0084171,1.3236092,1.1171712,start 2018-01-23 07:59:00,end 2019-09-24 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,7,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,486ca57711b556d777d677c09a9f7a1b,5526430e8ea7725d9e9d8d71f564867f,9866c459f7a7652a2fe11fe45780b112,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
added-dean,720208e,branch_commit,2023-12-16T14:59:05,,,0.6483334,0.00809,0.7657851,0.9138635,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.7581543,0.0084464,1.1145554,1.0668673,start 2018-01-23 07:59:00,end 2019-09-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,5,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,80edc000677cf1ab9c3d8eab405aa359,be33739581aa9dedafd603ac12043d23,6bd35f7aa2a29d49078f3cf37dc55c7d,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
blear-haet,762ef84,branch_commit,2023-12-16T14:58:02,,,1.0784885,0.0080862,2.2599971,1.5278963,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,1.2856211,0.0084427,3.6114103,1.8200204,start 2018-01-23 07:59:00,end 2019-09-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,3,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,2e4f3ed7bf4d18d38fcb289a879486f6,7b3e5d5feb3131d9f75b16ec658d031d,31415ea15e2ec25068d55c8ac14bdcfc,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
mated-paps,9beb3c3,branch_commit,2023-12-16T14:56:51,,,0.8474585,0.0080876,1.3499038,1.1960041,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,1.0346783,0.0084477,2.2600993,1.4595933,start 2018-01-23 07:59:00,end 2019-09-29 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,2,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,d84bec503ed3028ec3774a94b6885d3a,c5efe5dd3395a3046a1911d113aedde4,a352fd4b0f8824d59354c08fa3d71a2e,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
trial-over,69c6b9c,branch_commit,2023-12-16T14:55:37,,,0.7952232,0.008086,1.1982474,1.1195695,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.9924683,0.0084427,2.0890573,1.3967002,start 2018-01-23 07:59:00,end 2019-09-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,1,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,7abf97c81ae13de92a518112ffde74ff,7d821e97592f3c540cf38c719d03707d,a0c995fc4029da82a80ecccc7565d518,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
