Experiment,rev,typ,Created,parent,State,sharpe_ratio,stdev,general.timeframe,general.asset,general.tfmin,general.performance_stat,general.datapath,general.raw_data,strategy.param.path,wf.param.path,wf.train_length,wf.test_length,master\data-raw\train_3mln.csv,master\data-wip\01_converted_to_xts.rds,master\data-wip\1\10\02_downsampled.rds,master\data-wip\1\10\03_precalculated.rds,master\data-wip\1\10\04_positions.rds,master\data-wip\1\10\05_pnl.rds,master\data-wip\1\10\06_wf_indexes.rds,master\data-wip\1\10\07_wf_metrics.rds,master\data-wip\1\10\08_wf_best_params.rds,master\data-wip\1\15\02_downsampled.rds,master\data-wip\1\15\03_precalculated.rds,master\data-wip\1\15\04_positions.rds,master\data-wip\1\15\05_pnl.rds,master\data-wip\1\15\06_wf_indexes.rds,master\data-wip\1\15\07_wf_metrics.rds,master\data-wip\1\15\08_wf_best_params.rds,master\data-wip\1\1\02_downsampled.rds,master\data-wip\1\1\03_precalculated.rds,master\data-wip\1\1\04_positions.rds,master\data-wip\1\1\05_pnl.rds,master\data-wip\1\1\06_wf_indexes.rds,master\data-wip\1\1\07_wf_metrics.rds,master\data-wip\1\1\08_wf_best_params.rds,master\data-wip\1\30\02_downsampled.rds,master\data-wip\1\30\03_precalculated.rds,master\data-wip\1\30\04_positions.rds,master\data-wip\1\30\05_pnl.rds,master\data-wip\1\30\06_wf_indexes.rds,master\data-wip\1\30\07_wf_metrics.rds,master\data-wip\1\30\08_wf_best_params.rds,master\data-wip\1\5\02_downsampled.rds,master\data-wip\1\5\03_precalculated.rds,master\data-wip\1\5\04_positions.rds,master\data-wip\1\5\05_pnl.rds,master\data-wip\1\5\06_wf_indexes.rds,master\data-wip\1\5\07_wf_metrics.rds,master\data-wip\1\5\08_wf_best_params.rds,master\data-wip\1\60\02_downsampled.rds,master\data-wip\1\60\03_precalculated.rds,master\data-wip\1\60\04_positions.rds,master\data-wip\1\60\05_pnl.rds,master\data-wip\1\60\06_wf_indexes.rds,master\data-wip\1\60\07_wf_metrics.rds,master\data-wip\1\60\08_wf_best_params.rds,master\rcode\01_convert_to_xts.R,master\rcode\06_wf_calculate_indexes.R,master\rcode\07_wf_calculate_metrics.r,master\rcode\08_wf_select_best_params.r,master\rcode\09_wf_eval_test.R,master\rcode\logic\WfHelper.r,master\rcode\logic\strategy.r,master\rcode\logic\strategy_param.yaml
crumb-tugs,f4ce415,branch_commit,2023-10-11T18:55:07,,,0.6590435,0.0057701,"[1, 10, 15]",1,30,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,e1bdea89cee597590afd87f20d23c11b,f1e73ccbac734dc240d84c082d6efeda,c70c8c9d77af7a7558bcd189a664a5ba,5e0d732eeadef8cb8e789fc9cba1c7e1,90aeaf7b049fc15597f3c7c16e378f00,c3e219200d09bfbb538e6731532809ea,6143f979bb6fc22e7104eefccfa383c2,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

loath-hips,6708f47,branch_commit,2023-10-11T18:54:43,,,0.5440535,0.0057482,"[1, 10, 15]",1,30,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,7,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,e1bdea89cee597590afd87f20d23c11b,f1e73ccbac734dc240d84c082d6efeda,c70c8c9d77af7a7558bcd189a664a5ba,5e0d732eeadef8cb8e789fc9cba1c7e1,7b5e991b0e697cc43d5979757e99eba1,deadcebe97b287fc16472f54e22ee594,6d29a9aba17ce78bd5d36e1480c4f88f,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

fined-jato,4be2d3e,branch_commit,2023-10-11T18:54:18,,,0.7371766,0.0057132,"[1, 10, 15]",1,30,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,5,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,e1bdea89cee597590afd87f20d23c11b,f1e73ccbac734dc240d84c082d6efeda,c70c8c9d77af7a7558bcd189a664a5ba,5e0d732eeadef8cb8e789fc9cba1c7e1,8c4ce54af89b019377087787447accd7,17071ab29f6e0f93f837c45ad652bbb4,8afe3cfe3f5b74baaa22aab5f1f75093,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

waxen-dabs,c471272,branch_commit,2023-10-11T18:53:50,,,-0.008767,0.0057024,"[1, 10, 15]",1,30,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,3,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,e1bdea89cee597590afd87f20d23c11b,f1e73ccbac734dc240d84c082d6efeda,c70c8c9d77af7a7558bcd189a664a5ba,5e0d732eeadef8cb8e789fc9cba1c7e1,f5d6d65b1758c032517ddcc06de1f372,65634c365e09abe3c9352d99be89c2b1,bda2e69051d1ccaa10a12e15b993b338,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

murky-hugs,1e432b1,branch_commit,2023-10-11T18:53:26,,,-0.944567,0.0057047,"[1, 10, 15]",1,30,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,2,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,e1bdea89cee597590afd87f20d23c11b,f1e73ccbac734dc240d84c082d6efeda,c70c8c9d77af7a7558bcd189a664a5ba,5e0d732eeadef8cb8e789fc9cba1c7e1,dcb14453b12ac4093be9b23262e3babc,036f2fb4806d4b95d6987c6db402d24f,d2d9605edffc6c237a818c5bb4153889,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

hefty-gust,4bca951,branch_commit,2023-10-11T18:53:00,,,-0.5834448,0.0057033,"[1, 10, 15]",1,30,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,1,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,e1bdea89cee597590afd87f20d23c11b,f1e73ccbac734dc240d84c082d6efeda,c70c8c9d77af7a7558bcd189a664a5ba,5e0d732eeadef8cb8e789fc9cba1c7e1,664aafddbb205456209b5bdec65eae11,594dc17d30da78d20f129ea93b578f10,0689b2a2d3da3ddf00e08dea54ddd263,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

awing-vang,d2dfcc1,branch_commit,2023-10-11T18:52:33,,,-0.2532096,0.0058075,"[1, 10, 15]",1,30,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,e1bdea89cee597590afd87f20d23c11b,f1e73ccbac734dc240d84c082d6efeda,c70c8c9d77af7a7558bcd189a664a5ba,5e0d732eeadef8cb8e789fc9cba1c7e1,83cb3b3ab6212f7eb51701b1f0a21f46,a2b5b7901d957fdabdde9870ccefbac9,0b8ee2112e015fd26dc329d059444354,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

bifid-tiff,2e4c834,branch_commit,2023-10-11T18:52:12,,,0.2831889,0.0058324,"[1, 10, 15]",1,30,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,e1bdea89cee597590afd87f20d23c11b,f1e73ccbac734dc240d84c082d6efeda,c70c8c9d77af7a7558bcd189a664a5ba,5e0d732eeadef8cb8e789fc9cba1c7e1,6fc7132bc5dcaa111108f031a5dde857,e65f1bf9c53194e5bcba7dca28873a29,15644456699d0434aa6749c2ee6fdbe7,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

tawie-life,4344030,branch_commit,2023-10-11T18:51:51,,,-0.4040071,0.0057288,"[1, 10, 15]",1,30,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,7,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,e1bdea89cee597590afd87f20d23c11b,f1e73ccbac734dc240d84c082d6efeda,c70c8c9d77af7a7558bcd189a664a5ba,5e0d732eeadef8cb8e789fc9cba1c7e1,e4773f69ccf9642dc991b01f9107044d,cacc46c0d0be7553f6e1441b7d2912d5,365b451c46085a3a44441542c01edfab,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

balky-jynx,07fa9c6,branch_commit,2023-10-11T18:51:28,,,-0.4519697,0.0057749,"[1, 10, 15]",1,30,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,5,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,e1bdea89cee597590afd87f20d23c11b,f1e73ccbac734dc240d84c082d6efeda,c70c8c9d77af7a7558bcd189a664a5ba,5e0d732eeadef8cb8e789fc9cba1c7e1,1e70ed964a40dd3adfd7a96fcdbae74c,bb6798bae848a35a2fdd79f63cfcaccf,81e66a9886044015bbde999744326970,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

kraal-heck,8e2fc76,branch_commit,2023-10-11T18:51:04,,,-0.4636238,0.0057276,"[1, 10, 15]",1,30,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,3,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,e1bdea89cee597590afd87f20d23c11b,f1e73ccbac734dc240d84c082d6efeda,c70c8c9d77af7a7558bcd189a664a5ba,5e0d732eeadef8cb8e789fc9cba1c7e1,05b446d591e2593458d1b634866a2c46,3940036a6c1919b028e622134e71b3c6,849c02e889d842d1621e224eb53c0149,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

noble-maul,faee6a3,branch_commit,2023-10-11T18:50:42,,,-1.0992291,0.0057406,"[1, 10, 15]",1,30,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,2,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,e1bdea89cee597590afd87f20d23c11b,f1e73ccbac734dc240d84c082d6efeda,c70c8c9d77af7a7558bcd189a664a5ba,5e0d732eeadef8cb8e789fc9cba1c7e1,eabc0fd689cbfd0d8ac0b68a8dcdc57c,c096ba386d9417e8d7c68f33355638a0,b3a70a4cecdf7d0fb6a1dc4655cba26a,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

itchy-airs,74a21b4,branch_commit,2023-10-11T18:50:15,,,-0.2552335,0.0057289,"[1, 10, 15]",1,30,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,1,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,e1bdea89cee597590afd87f20d23c11b,f1e73ccbac734dc240d84c082d6efeda,c70c8c9d77af7a7558bcd189a664a5ba,5e0d732eeadef8cb8e789fc9cba1c7e1,d8b32a223a837dd6fba97a097f40d199,04f8b6fc82e669d954380b0af17afb05,06eb3b94b7f67c7ae6f133e461c41757,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

crude-vela,d6cbef3,branch_commit,2023-10-11T17:53:09,,,-1.0294379,0.004008,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,029ebf3b2e680bd761b66272076a8f8d,200b74e02e4ded403d446a28f9d9e67b,a85570f06671f1a9d3f810ce39530893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

sooth-clip,4c8e318,branch_commit,2023-10-11T17:52:50,,,-0.6119106,0.0039911,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,f9fbfe7f934e9860c3f513956ddd3a9a,c043ccc90258ebcfdc45464e8ce487ee,d7c6598104009ec8e206d2716d888bf8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

boned-mats,c44a20d,branch_commit,2023-10-11T17:52:30,,,-0.7792038,0.0039498,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,7,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,ae6f9703807de12c8ea73922cf5681f9,2341fab22192509ab4e75aea99030e23,909340f1cc34fb79eea31a86108cc3e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

leady-saga,87cf304,branch_commit,2023-10-11T17:52:10,,,-0.9922165,0.0039514,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,5,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,244a0eaa538f4c2e4ad75d40e0dd3f95,adfe33f43ef3a9d671cd7e7175c1f303,2df1460c4d9d9d37e58ebc3b40298b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

techy-gust,7ff9611,branch_commit,2023-10-11T17:51:46,,,-0.6655349,0.0039347,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,3,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,eeafd59ff6f19a35ade76853a5aa4a5a,f1fda33ceeee6fb12f9271450f980c3d,40de0e34b2268c4de5937f7e371381de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

tutti-plow,3f7c837,branch_commit,2023-10-11T17:51:21,,,-1.0300955,0.003943,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,2,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,0ca920f49eb0b951b682567af49d8050,b244334c79cdebad4a4ce9ba79b5efab,a8b1f098bfad0cc433a20d1d6d71aa05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

score-agma,a604947,branch_commit,2023-10-11T17:50:57,,,-0.9172107,0.0039355,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,1,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,019c9123c269cbbd4b2efe3602abad6f,84b89a164e94437d219269f7253d86d9,b75aa230df3aa484f3b8a92b372ac6bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

stung-tipi,583f569,branch_commit,2023-10-11T17:50:26,,,0.1951391,0.0039873,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,0bc88a3819a4c2f9941b42001cee81dd,cb4d0d7d6196d32bcaf0e274baeff92a,40ebf1213a0792e1ac86fdb6cbb333ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

slier-tarp,9f0601d,branch_commit,2023-10-11T17:50:04,,,-0.1748563,0.0040065,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,3da5e722c9ce4cbd4274da5ce4f7edef,ad6b45ccc63a169998e9340c65275c77,abb5cb8acb68e11dfc0b9917666247c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

bland-lira,b8665c3,branch_commit,2023-10-11T17:49:43,,,-0.0236375,0.0039881,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,7,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,015dbe00be8a09ff851f5698e07f8713,a53e66daf9af4d8464f03715eb634b76,93e10af70d10e0955975ec978199fe4e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

